Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size,Opacity,Direction
0.0,,0.028005768996081315,0.0,0.0,-7.000000000000001,371.0,7.000000000000001,0.1,right
1.0,3.0,4.122540180003853,5.190179019991774,5.203427581000142,4.999999999999999,27.0,9.0,0.3,right
1.0,4.0,8.206463331996929,9.2158503929968,9.22791211400181,7.000000000000001,232.0,8.000000000000002,0.5,right
0.0,,12.310126458003651,0.0,0.0,-4.999999999999999,250.0,9.0,0.2,right
1.0,4.0,16.38835638499586,17.414503107997007,17.422214056001394,-4.999999999999999,7.0,8.000000000000002,0.7,left
1.0,4.0,20.437663158998475,21.39502413099399,21.41303311700176,-7.000000000000001,323.0,6.0,0.6,left
0.0,,24.48587868300092,0.0,0.0,7.000000000000001,119.0,8.000000000000002,0.4,left
0.0,,28.600810871997965,0.0,0.0,7.000000000000001,140.0,9.0,0.1,left
1.0,3.0,32.683476548001636,34.382281332989805,34.38788672100054,4.999999999999999,290.0,7.000000000000001,0.3,right
1.0,4.0,36.73319542300305,37.89651137100009,37.906437701996765,-7.000000000000001,238.0,8.000000000000002,0.5,left
0.0,,40.78307083899563,0.0,0.0,-4.999999999999999,28.0,9.0,0.2,left
1.0,4.0,44.864991259993985,46.00940263099619,46.01373499799229,4.999999999999999,286.0,8.000000000000002,0.7,right
1.0,4.0,48.943070067994995,49.762485512997955,49.77833582200401,4.999999999999999,247.0,9.0,0.6,right
0.0,,53.00134921599238,0.0,0.0,-7.000000000000001,380.0,9.0,0.4,right
0.0,,57.09556009199878,0.0,0.0,7.000000000000001,311.0,8.000000000000002,0.1,right
