Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size,Opacity,Direction
0.0,,0.029890559002524242,0.0,0.0,-7.000000000000001,88.0,8.000000000000002,0.3,left
1.0,4.0,4.119724877004046,5.039529992005555,5.050157500008936,-7.000000000000001,247.0,9.0,0.5,left
0.0,,8.179080235000583,0.0,0.0,-4.999999999999999,392.0,9.0,0.2,left
1.0,4.0,12.268125629998394,12.987654408003436,12.991587568001705,7.000000000000001,345.0,7.000000000000001,0.6,left
0.0,,16.312049953005044,0.0,0.0,-7.000000000000001,282.0,8.000000000000002,0.4,left
0.0,,20.536230388010154,0.0,0.0,4.999999999999999,85.0,7.000000000000001,0.1,left
1.0,4.0,24.68796001400915,25.360736461996567,25.37442721000116,-7.000000000000001,419.0,9.0,0.7,left
0.0,,28.880749710006057,0.0,0.0,-7.000000000000001,269.0,7.000000000000001,0.3,left
1.0,4.0,32.99430309899617,33.74206414799846,33.75176130900218,4.999999999999999,293.0,9.0,0.5,right
0.0,,37.07814645500912,0.0,0.0,-7.000000000000001,153.0,9.0,0.2,right
1.0,4.0,41.12002446400584,41.89317024200864,41.89980120799737,-4.999999999999999,358.0,9.0,0.6,left
1.0,4.0,45.224229382001795,46.193205654009944,46.20822272299847,-4.999999999999999,177.0,7.000000000000001,0.4,left
0.0,,49.3881852140039,0.0,0.0,4.999999999999999,81.0,7.000000000000001,0.1,left
0.0,,53.5472578350018,0.0,0.0,-4.999999999999999,262.0,6.0,0.7,left
0.0,,57.596778528008144,0.0,0.0,4.999999999999999,198.0,9.0,0.3,left
