Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size,Opacity,Direction
1.0,4.0,0.033413539989851415,1.088309215992922,1.0952469789917814,4.999999999999999,276.0,8.000000000000002,0.5,right
0.0,,4.094024990001344,0.0,0.0,4.999999999999999,269.0,6.0,0.1,right
1.0,4.0,8.276555848002317,8.982454830998904,8.987038687002496,-7.000000000000001,280.0,7.000000000000001,0.6,left
1.0,4.0,12.35450493299868,13.17629604099784,13.18199762099539,-4.999999999999999,401.0,7.000000000000001,0.7,left
0.0,,16.490152208993095,0.0,0.0,7.000000000000001,39.0,8.000000000000002,0.2,left
0.0,,20.684504559001653,0.0,0.0,7.000000000000001,56.0,9.0,0.3,left
1.0,2.0,24.876359946996672,26.071406602990464,26.07570253999438,-4.999999999999999,170.0,6.0,0.4,left
1.0,4.0,28.975817491998896,30.184326500995667,30.191960016993107,4.999999999999999,234.0,8.000000000000002,0.5,right
0.0,,33.08147036199807,0.0,0.0,4.999999999999999,123.0,7.000000000000001,0.1,right
1.0,4.0,37.16695489900303,37.91531857199152,37.92216957898927,-7.000000000000001,238.0,6.0,0.6,left
1.0,4.0,41.22061028399912,42.11752652499126,42.12944054500258,7.000000000000001,164.0,8.000000000000002,0.7,right
0.0,,45.311506715996074,0.0,0.0,7.000000000000001,300.0,7.000000000000001,0.2,right
1.0,4.0,49.392931672991836,50.65044731799571,50.66153743599716,7.000000000000001,306.0,8.000000000000002,0.3,right
1.0,4.0,53.45862007299729,54.343069825990824,54.348722618989996,4.999999999999999,267.0,7.000000000000001,0.4,right
1.0,4.0,57.549526966002304,58.32909349499096,58.33896112500224,-7.000000000000001,381.0,8.000000000000002,0.5,left
