Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.01896052699885331,4.999999999999999,429.0,7.000000000000001,0.5,2
1.0,4.0,4.578627530998347,-7.000000000000001,293.0,7.000000000000001,0.4,1
1.0,1.0,9.154134305999833,4.999999999999999,212.0,7.000000000000001,0.3,1
1.0,4.0,14.050543632998597,-7.000000000000001,203.0,8.000000000000002,0.6,1
1.0,1.0,19.337808934998975,4.999999999999999,381.0,8.000000000000002,0.2,1
1.0,1.0,23.971086383999136,7.000000000000001,147.0,7.000000000000001,0.7,1
1.0,1.0,29.265696679998655,4.999999999999999,84.0,9.0,0.1,2
1.0,1.0,33.946379177999916,-7.000000000000001,413.0,8.000000000000002,0.5,2
1.0,1.0,38.41851680799846,-7.000000000000001,373.0,7.000000000000001,0.4,1
1.0,1.0,42.882587917998535,-7.000000000000001,71.0,9.0,0.3,1
1.0,4.0,47.42643472399868,-4.999999999999999,242.0,8.000000000000002,0.6,1
1.0,1.0,51.970296754998344,7.000000000000001,176.0,6.0,0.2,1
1.0,4.0,56.53840631499952,-7.000000000000001,14.0,9.0,0.7,1
1.0,1.0,61.147412616999645,-4.999999999999999,318.0,9.0,0.1,1
1.0,4.0,65.51437144800002,7.000000000000001,120.0,7.000000000000001,0.5,2
1.0,4.0,70.46639757199955,-4.999999999999999,287.0,6.0,0.4,1
1.0,1.0,75.12296101399988,7.000000000000001,228.0,9.0,0.3,1
1.0,4.0,79.80208558599952,4.999999999999999,408.0,6.0,0.6,2
1.0,1.0,84.46561960299914,-4.999999999999999,226.0,7.000000000000001,0.2,1
1.0,4.0,89.09867142499934,7.000000000000001,202.0,7.000000000000001,0.7,2
