Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size,Opacity,Direction
0.0,,0.03043514900491573,0.0,0.0,-7.000000000000001,73.0,7.000000000000001,0.1,right
0.0,,4.22442307601159,0.0,0.0,-4.999999999999999,215.0,8.000000000000002,0.2,right
1.0,4.0,8.292082890999154,9.121453904008376,9.129122482001549,7.000000000000001,412.0,9.0,0.7,right
0.0,,12.350187236006605,0.0,0.0,4.999999999999999,400.0,9.0,0.5,right
0.0,,16.506308788011665,0.0,0.0,7.000000000000001,82.0,8.000000000000002,0.3,right
1.0,4.0,20.615795170000638,21.52871966100065,21.534969750005985,7.000000000000001,180.0,6.0,0.6,right
1.0,4.0,24.678634661002434,25.626003484008834,25.630362157011405,-4.999999999999999,409.0,9.0,0.4,right
0.0,,28.769771217004745,0.0,0.0,-4.999999999999999,399.0,7.000000000000001,0.1,right
0.0,,32.911352577008074,0.0,0.0,-7.000000000000001,202.0,7.000000000000001,0.2,right
1.0,4.0,37.03227851699921,37.942351948004216,37.948538680007914,-7.000000000000001,55.0,6.0,0.7,left
1.0,4.0,41.08428518399887,41.92106543800037,41.952735853003105,4.999999999999999,116.0,8.000000000000002,0.5,right
1.0,4.0,45.165342820007936,46.07946199300932,46.0932988620043,-4.999999999999999,53.0,7.000000000000001,0.3,left
1.0,4.0,49.33763173800253,50.03270008599793,50.05174110500957,-7.000000000000001,261.0,6.0,0.6,left
1.0,3.0,53.54058443300892,54.91480070100806,54.92540988100518,4.999999999999999,154.0,7.000000000000001,0.4,right
0.0,,57.630226917011896,0.0,0.0,4.999999999999999,232.0,9.0,0.1,right
