Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.03018230800080346,7.000000000000001,295.0,8.000000000000002,0.7,2
2.0,4.0,5.314539499999228,-7.000000000000001,417.0,8.000000000000002,0.1,2
1.0,4.0,10.81060596700081,-7.000000000000001,328.0,7.000000000000001,0.3,1
1.0,4.0,15.991158737999285,4.999999999999999,294.0,7.000000000000001,0.4,2
2.0,4.0,21.138916751999204,-7.000000000000001,42.0,9.0,0.2,2
1.0,4.0,26.76452393799991,-4.999999999999999,228.0,6.0,0.6,1
1.0,4.0,31.81119654000031,7.000000000000001,265.0,7.000000000000001,0.5,2
1.0,4.0,36.924294934999125,-7.000000000000001,301.0,7.000000000000001,0.7,1
2.0,4.0,42.106679346999954,-7.000000000000001,290.0,7.000000000000001,0.1,2
2.0,4.0,48.38111315099923,4.999999999999999,150.0,8.000000000000002,0.3,2
1.0,4.0,53.52578874500068,-4.999999999999999,143.0,6.0,0.4,1
2.0,4.0,58.69159414800015,7.000000000000001,78.0,8.000000000000002,0.2,2
1.0,4.0,63.67632546099958,-7.000000000000001,293.0,7.000000000000001,0.6,2
1.0,4.0,68.97644860400032,-7.000000000000001,132.0,9.0,0.5,2
1.0,4.0,74.02847816599933,4.999999999999999,47.0,6.0,0.7,2
