Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size,Opacity,Direction
1.0,3.0,0.02608170500025153,1.0411409259977518,1.04687301699596,-7.000000000000001,301.0,9.0,0.6,left
1.0,4.0,4.077665678996709,4.994209917989792,4.998221133995685,4.999999999999999,298.0,9.0,0.7,right
0.0,,8.165314497993677,0.0,0.0,4.999999999999999,406.0,6.0,0.2,right
0.0,,12.298666096990928,0.0,0.0,7.000000000000001,30.0,8.000000000000002,0.1,right
1.0,4.0,16.341136770002777,17.351687307003886,17.36297812599514,-4.999999999999999,200.0,8.000000000000002,0.4,left
0.0,,20.422150771002634,0.0,0.0,-4.999999999999999,66.0,8.000000000000002,0.3,left
1.0,3.0,24.558819760000915,25.500899295002455,25.507871476991568,-4.999999999999999,198.0,8.000000000000002,0.5,left
1.0,3.0,28.620711490992107,29.86554851398978,29.881743236997863,-7.000000000000001,51.0,8.000000000000002,0.6,left
1.0,4.0,32.70954319299199,33.48919894799474,33.50562058799551,4.999999999999999,54.0,9.0,0.7,right
0.0,,36.81283679300395,0.0,0.0,-7.000000000000001,20.0,9.0,0.2,right
0.0,,40.93737384398992,0.0,0.0,-7.000000000000001,364.0,7.000000000000001,0.1,right
1.0,4.0,45.00462194099964,46.20918501500273,46.21421517099952,4.999999999999999,110.0,6.0,0.4,right
0.0,,49.09326253499603,0.0,0.0,7.000000000000001,126.0,8.000000000000002,0.3,right
1.0,4.0,53.16190217799158,54.03276689100312,54.06633236799098,-4.999999999999999,327.0,9.0,0.5,left
1.0,4.0,57.27321597599075,58.2951899030013,58.31607443199027,-7.000000000000001,143.0,9.0,0.6,left
