Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size,Opacity,Direction
0.0,,0.024233817995991558,0.0,0.0,-4.999999999999999,9.0,8.000000000000002,0.1,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
0.0,,4.131157409006846,0.0,0.0,-4.999999999999999,61.0,9.0,0.2,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
0.0,,8.222261831004289,0.0,0.0,-7.000000000000001,245.0,8.000000000000002,0.3,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
0.0,,12.388394452995271,0.0,0.0,7.000000000000001,86.0,9.0,0.4,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
1.0,,16.446137548002298,18.13286016699567,18.138661656994373,7.000000000000001,230.0,7.000000000000001,0.7,right
0.0,,21.415227275996585,0.0,0.0,4.999999999999999,24.0,6.0,0.6,right
1.0,4.0,25.5668151150021,26.99171566699806,27.00237050400756,-7.000000000000001,74.0,7.000000000000001,0.5,left
0.0,,29.65786499499518,0.0,0.0,-7.000000000000001,66.0,9.0,0.1,left
0.0,,33.859660682006506,0.0,0.0,4.999999999999999,417.0,8.000000000000002,0.2,left
0.0,,37.97644791800121,0.0,0.0,4.999999999999999,269.0,8.000000000000002,0.3,left
0.0,,42.02080863600713,0.0,0.0,-7.000000000000001,177.0,6.0,0.4,left
1.0,4.0,46.18454589799512,47.63961898200796,47.65319594599714,7.000000000000001,246.0,7.000000000000001,0.7,right
1.0,4.0,50.268789612004184,51.18603897400317,51.19307990200468,7.000000000000001,175.0,9.0,0.6,right
0.0,,54.36495248999563,0.0,0.0,-7.000000000000001,187.0,6.0,0.5,right
0.0,,58.487733211004524,0.0,0.0,-4.999999999999999,64.0,8.000000000000002,0.1,right
