Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size,Opacity,Direction
1.0,4.0,0.03190918300242629,1.0453462510049576,1.0625080860045273,4.999999999999999,9.0,8.000000000000002,0.4,right
0.0,,4.1033429950039135,0.0,0.0,4.999999999999999,333.0,8.000000000000002,0.2,right
0.0,,8.197731287000352,0.0,0.0,-7.000000000000001,406.0,7.000000000000001,0.3,right
1.0,4.0,12.303065865999088,13.330635214006179,13.335873980002361,-7.000000000000001,349.0,9.0,0.7,right
0.0,,16.375093911003205,0.0,0.0,-4.999999999999999,104.0,9.0,0.1,right
0.0,,20.415478489012457,0.0,0.0,7.000000000000001,35.0,6.0,0.6,right
1.0,4.0,24.514959124004235,25.542357306010672,25.551790853001876,4.999999999999999,287.0,8.000000000000002,0.5,right
1.0,4.0,28.55384246200265,29.333192187012173,29.341955094001605,-4.999999999999999,359.0,8.000000000000002,0.4,right
0.0,,32.655231695011025,0.0,0.0,7.000000000000001,244.0,6.0,0.2,right
0.0,,36.771882075001486,0.0,0.0,-7.000000000000001,143.0,9.0,0.3,right
1.0,4.0,40.825991169011104,41.90638358100841,41.915636834004545,7.000000000000001,330.0,7.000000000000001,0.7,right
0.0,,44.89545111100597,0.0,0.0,7.000000000000001,166.0,8.000000000000002,0.1,right
1.0,4.0,48.98289441601082,49.921309576006024,49.92729616101133,7.000000000000001,184.0,9.0,0.6,right
1.0,4.0,53.07884951600863,54.00754612201126,54.017314266006,7.000000000000001,299.0,9.0,0.5,right
0.0,,57.12375811400125,0.0,0.0,4.999999999999999,371.0,9.0,0.4,right
